level,topic,subtopic,question label
4,ESRS S2,S2-1,"Description of processes and mechanisms to monitor compliance with UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work and OECD Guidelines for Multinational Enterprises"
4,ESRS S2,S2-1,"Disclosure of matters that are material in relation to, as well as general approach to respect for human rights, including labour rights"
4,ESRS S2,S2-1,"Disclosure of matters that are material in relation to, as well as general approach to engagement with people in own workforce / value chain workers / affected communities / consumers and end-users"
4,ESRS S2,S2-1,"Disclosure of matters that are material in relation to, as well as general approach to measures to provide and (or) enable remedy for human rights impacts"
3,ESRS S2,S2-1,"Policies explicitly address trafficking in human beings, forced labour or compulsory labour and child labour"
4,ESRS S2,S2-1,Policies explicitly address trafficking in human beings
4,ESRS S2,S2-1,Policies explicitly address forced labour or compulsory labour
4,ESRS S2,S2-1,Policies explicitly address child labour
3,ESRS S2,S2-1,Undertaking has supplier code of conduct
4,ESRS S2,S2-1,Supplier codes of conduct include provisions addressing safety of workers
4,ESRS S2,S2-1,Supplier codes of conduct include provisions addressing precarious work
4,ESRS S2,S2-1,Supplier codes of conduct include provisions addressing human trafficking
4,ESRS S2,S2-1,Supplier codes of conduct include provisions addressing use of forced labour or child labour
4,ESRS S2,S2-1,Supplier codes of conduct provisions are fully in line with applicable ILO standards
3,ESRS S2,S2-1,Policies are aligned with relevant internationally recognised instruments
4,ESRS S2,S2-1,Description of how policies are aligned with relevant internationally recognised instruments
3,ESRS S2,S2-1,"Disclosure of extent to which cases of non-respect of UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises that involve value chain workers have been reported in upstream and downstream value chain"
4,ESRS S2,S2-1,"Disclosure of nature of cases of non-respect of UN Guiding Principles on Business and Human Rights, ILO Declaration on Fundamental Principles and Rights at Work or OECD Guidelines for Multinational Enterprises"
3,ESRS S2,S2-1,Disclosure of explanations for significant changes to policies adopted during reporting year
1,ESRS S2,S2-1,Minimum Disclosure Requirement - policies related to value chain workers
2,ESRS S2,S2-1,Name or identifier of policy
2,ESRS S2,S2-1,Sustainability matters addressed by policy for workers in value chain
2,ESRS S2,S2-1,"Name or identifier of related impacts, risks and opportunities"
2,ESRS S2,S2-1,Description of key contents of policy
2,ESRS S2,S2-1,Description of scope of policy or of its exclusions
2,ESRS S2,S2-1,Description of most senior level in organisation that is accountable for implementation of policy
2,ESRS S2,S2-1,Disclosure of third-party standards or initiatives that are respected through implementation of policy
2,ESRS S2,S2-1,Description of consideration given to interests of key stakeholders in setting policy
2,ESRS S2,S2-1,Policy is made available to potentially affected stakeholders and stakeholders who need to help implement it
3,ESRS S2,S2-1,Explanation of how policy is made available to potentially affected stakeholders and stakeholders who need to help implement it
2,ESRS S2,S2-1,Disclosure of aspects of policy that satisfy requirements of disclosure of policies related to own workforce / value chain workers / affected communities / consumers and end-users
2,ESRS S2,S2-1,Disclosure of communication tools and channels aimed at ensuring that policy is accessible and that different audiences understand its implications
1,ESRS S2,S2-2,Processes for engaging with value chain workers about impacts
2,ESRS S2,S2-2,Disclosure of general processes for engaging with people in own workforce / value chain workers / affected communities / consumers and end-users and their representatives about actual and potential impacts
3,ESRS S2,S2-2,Perspectives of own workforce / value chain workers / affected communities / consumers and end-users inform decisions or activities aimed at managing actual and potential impacts
4,ESRS S2,S2-2,Disclosure of how perspectives of own workforce / value chain workers / affected communities / consumers and end-users inform decisions or activities aimed at managing actual and potential impacts
3,ESRS S2,S2-2,Groups for which engagement occurs (value chain workers)
3,ESRS S2,S2-2,"Disclosure of stage(s) at which engagement occurs, type of engagement and frequency of engagement"
3,ESRS S2,S2-2,Disclosure of function and most senior role within undertaking that has operational responsibility for ensuring that engagement happens and that results inform undertaking's approach
3,ESRS S2,S2-2,Disclosure of Global Framework Agreements or agreements with global union federations related to respect of human rights of workers in value chain
3,ESRS S2,S2-2,Disclosure of how effectiveness of engagement with own workforce / value chain workers / affected communities / consumers and end-users is assessed
3,ESRS S2,S2-2,Disclosure of steps taken to gain insight into perspectives of people in own workforce / value chain workers / consumers and end-users that may be particularly vulnerable to impacts and (or) marginalised
3,ESRS S2,S2-2,General process to engage with own workforce / value chain workers / affected communities / consumers and end-users has not been adopted
4,ESRS S2,S2-2,Disclosure of timeframe for adoption of general process to engage with own workforce / value chain workers / affected communities / consumers and end-users
1,ESRS S2,S2-3,Processes to remediate negative impacts and channels for value chain workers to raise concerns
2,ESRS S2,S2-3,"Disclosure of processes in place to provide for or cooperate in remediation of negative impacts on people in own workforce / value chain workers / affected communities / consumers and end-users that undertaking is connected with, as well as channels available to raise concerns and have them addressed"
3,ESRS S2,S2-3,Disclosure of general approach to and processes for providing or contributing to remedy where undertaking has caused or contributed to material negative impact on people in own workforce / value chain workers / affected communities / consumers and end-users
4,ESRS S2,S2-3,Undertaking assesses that remedy provided for material negative impact on people in own workforce / value chain workers / affected communities / consumers and end-users is effective
5,ESRS S2,S2-3,Disclosure of how undertaking assesses that remedy provided for material negative impact on people in own workforce / value chain workers / affected communities / consumers and end-users is effective
3,ESRS S2,S2-3,Disclosure of specific channels in place for own workforce / value chain workers / affected communities / consumers and end-users to raise concerns or needs directly with undertaking and have them addressed
4,ESRS S2,S2-3,Undertaking is relying solely on information provided by its business relationships about existence of channels to raise concerns or needs
4,ESRS S2,S2-3,Establishment of specific channels for own workforce / value chain workers / affected communities / consumers and end-users to raise concerns or needs
4,ESRS S2,S2-3,Accessibility of third party mechanisms for value chain workers
4,ESRS S2,S2-3,People in own workforce / value chain workers that may be affected are able to access channels at level of undertaking they are employed by or contracted to work for
5,ESRS S2,S2-3,Disclosure of how people in own workforce / value chain workers that may be affected are able to access channels at level of undertaking they are employed by or contracted to work for
3,ESRS S2,S2-3,Disclosure of processes through which undertaking supports or requires availability of channels in workplace of value chain workers
3,ESRS S2,S2-3,"Disclosure of how issues raised and addressed are tracked and monitored and how effectiveness of channels is ensured, including through involvement of stakeholders who are intended users"
3,ESRS S2,S2-3,Undertaking assesses that people in own workforce / value chain workers / affected communities / consumers and end-users are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed
4,ESRS S2,S2-3,Disclosure of how undertaking assesses that people in own workforce / value chain workers / affected communities / consumers and end-users are aware of and trust structures or processes as way to raise their concerns or needs and have them addressed
3,ESRS S2,S2-3,Policies regarding protection against retaliation for individuals that use channels to raise concerns or needs are in place
4,ESRS S2,S2-3,Grievances are treated confidentially and with respect to rights of privacy and data protection
4,ESRS S2,S2-3,Value chain workers / affected communities / consumers and end-users are allowed to use anonymously channels to raise concerns or needs
3,ESRS S2,S2-3,Channel for raising concerns for people in own workforce / value chain workers / affected communities / consumers and end-users has not been adopted
